entity_name,year,quarter,question,subquestion,worker_category,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,A. Basic Salary & Wages,Managers,,,,,,,,,,29277062.83,29186349.51,28955973.67
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,A. Basic Salary & Wages,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,A. Basic Salary & Wages,Professional,,,,,,,,,,29215585.0,29019750.65,28972029.34
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,A. Basic Salary & Wages,TOTAL Basic Salary & Wages,,,,,,,,,,85736346.96,85170374.17,84929075.29
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,A. Basic Salary & Wages,Technicians & Associate Professionals,,,,,,,,,,21025845.04999999,20753686.75000001,20794579.68000001
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Clerical Occupations,,,,,,,,,,22177.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Elementary Occupations,,,,,,,,,,62.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Managers,,,,,,,,,,10954.84,12944.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Professional,,,,,,,,,,6308.0,2084.0,-920.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,TOTAL Arrears to Basic Salary & Wages,,,,,,,,,,50587.77,25773.94,3803.55
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,B. Arrears to Basic Salary & Wages,Technicians & Associate Professionals,,,,,,,,,,11085.93,10745.94,4723.55
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Managers,,,,,,,,,,65046.0,0.0,769000.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Professional,,,,,,,,,,83378.0,45640.0,454600.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,TOTAL Bonus,,,,,,,,,,180007.0,53130.0,1271500.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,C. Bonus,Technicians & Associate Professionals,,,,,,,,,,31583.0,7490.0,47900.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Clerical Occupations,,,,,,,,,,152571.9099999993,98789.49999999932,359813.6800000055
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Elementary Occupations,,,,,,,,,,36947.89000000001,47011.04000000001,40742.59
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Managers,,,,,,,,,,3103654.25,3110184.8,3754998.660000002
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Professional,,,,,,,,,,910627.6700000002,745912.9099999999,3113578.780000001
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)","TOTAL Others (overtime, COLA, allowance, etc.)",,,,,,,,,,4785994.729999999,4476504.509999999,12379212.22
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Technicians & Associate Professionals,,,,,,,,,,582193.0100000002,474606.2600000001,5110078.509999994
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Clerical Occupations,,,,,,,,,,5175.0,7285.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Managers,,,,,,,,,,654793.7100000004,591972.2,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Professional,,,,,,,,,,2391121.01,1821148.700000001,50.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),TOTAL Commissions Paid At Least Once a Month (RM),,,,,,,,,,6801764.209999999,6193703.330000001,800.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,E. Commissions Paid At Least Once a Month (RM),Technicians & Associate Professionals,,,,,,,,,,3750674.489999998,3773297.430000001,750.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Clerical Occupations,,,,,,,,,,6149777.989999999,6068661.759999999,6318306.280000005
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Elementary Occupations,,,,,,,,,,285009.89,295011.04,288742.59
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Managers,,,,,,,,,,33111511.63,32901450.51,33479972.33000001
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Professional,,,,,,,,,,32607019.68,31634536.26,32539338.12
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,TOTAL Salary & Wages,,,,,,,,,,97554700.66999999,95919485.95000002,98584391.06000002
AFFIN BANK BERHAD,2025,Quarter 4,Q2A,Salary & Wages = A+B+C+D+E,Technicians & Associate Professionals,,,,,,,,,,25401381.47999999,25019826.38000001,25958031.74000001
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Clerical Occupations,152857.5,150007.0,150007.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Elementary Occupations,40116.0,37884.0,37233.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Managers,768878.0,762190.0,737690.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Professional,79565.0,79565.0,79565.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,TOTAL Basic Salary & Wages,4810397.23,4834067.27,4763717.37,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,A. Basic Salary & Wages,Technicians & Associate Professionals,3768980.73,3804421.27,3759222.37,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Clerical Occupations,24156.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Elementary Occupations,6165.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Managers,106674.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Professional,11145.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,TOTAL Arrears to Basic Salary & Wages,559125.0,3570.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,B. Arrears to Basic Salary & Wages,Technicians & Associate Professionals,410985.0,3570.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Managers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Professional,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,TOTAL Bonus,292260.0,25313.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,C. Bonus,Technicians & Associate Professionals,292260.0,25313.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Clerical Occupations,38865.64,48903.95,50254.54999999999,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Elementary Occupations,23117.23,25076.34,31507.55,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Managers,69674.67,70508.0,68308.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Professional,3500.0,4000.0,4000.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)","TOTAL Others (overtime, COLA, allowance, etc.)",222004.83,238750.29,243500.73,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Technicians & Associate Professionals,86847.29,90262.0,89430.63,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Clerical Occupations,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Managers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Professional,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),TOTAL Commissions Paid At Least Once a Month (RM),0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,E. Commissions Paid At Least Once a Month (RM),Technicians & Associate Professionals,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Clerical Occupations,215879.14,198910.95,200261.55,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Elementary Occupations,69398.23,62960.34,68740.55,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Managers,945226.67,832698.0,805998.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Operative Workers,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Professional,94210.0,83565.0,83565.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,TOTAL Salary & Wages,5883787.060000001,5101700.56,5007218.1,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q2A,Salary & Wages = A+B+C+D+E,Technicians & Associate Professionals,4559073.02,3923566.27,3848653.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Clerical Occupations,,,,152857.5,150007.0,150007.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Elementary Occupations,,,,40116.0,37884.0,37233.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Managers,,,,768878.0,762190.0,737690.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Professional,,,,79565.0,79565.0,79565.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,TOTAL Basic Salary & Wages,,,,4810397.23,4834067.27,4763717.37,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,A. Basic Salary & Wages,Technicians & Associate Professionals,,,,3768980.73,3804421.27,3759222.37,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Clerical Occupations,,,,24156.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Elementary Occupations,,,,6165.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Managers,,,,106674.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Professional,,,,11145.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,TOTAL Arrears to Basic Salary & Wages,,,,559125.0,3570.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,B. Arrears to Basic Salary & Wages,Technicians & Associate Professionals,,,,410985.0,3570.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,TOTAL Bonus,,,,292260.0,25313.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,C. Bonus,Technicians & Associate Professionals,,,,292260.0,25313.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Clerical Occupations,,,,38865.64,48903.95,50254.54999999999,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Elementary Occupations,,,,23117.23,25076.34,31507.55,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Managers,,,,69674.67,70508.0,68308.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Professional,,,,3500.0,4000.0,4000.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)","TOTAL Others (overtime, COLA, allowance, etc.)",,,,222004.83,238750.29,243500.73,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,"D. Others (overtime, COLA, allowance, etc.)",Technicians & Associate Professionals,,,,86847.29,90262.0,89430.63,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),TOTAL Commissions Paid At Least Once a Month (RM),,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,E. Commissions Paid At Least Once a Month (RM),Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,Salary & Wages = A+B+C+D+E,Clerical Occupations,,,,215879.14,198910.95,200261.55,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q2A,Salary & Wages = A+B+C+D+E,Elementary Occupations,,,,69398.23,62960.34,68740.55,,,,,,
