entity_name,year,quarter,question,subquestion,worker_category,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Professional,,,,0.0,1.0,1.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,TOTAL Layoffs and Discharges,,,,1.0,2.0,2.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Technicians & Associate Professionals,,,,1.0,1.0,1.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Clerical Occupations,,,,1.0,1.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Managers,,,,4.0,5.0,4.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Professional,,,,6.0,7.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,TOTAL Other Separations,,,,13.0,18.0,7.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Technicians & Associate Professionals,,,,2.0,5.0,3.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Managers,,,,7.0,8.0,4.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Professional,,,,19.0,17.0,17.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,TOTAL New Hires and Recalls,,,,75.0,76.0,75.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Technicians & Associate Professionals,,,,49.0,51.0,54.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Clerical Occupations,,,,2.0,1.0,1.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Managers,,,,12.0,16.0,19.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Professional,,,,32.0,30.0,44.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,TOTAL Separations,,,,115.0,132.0,137.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Technicians & Associate Professionals,,,,69.0,85.0,73.0,,,,,,
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Clerical Occupations,,,,,,,,,,1.0,0.0,1.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Managers,,,,,,,,,,8.0,11.0,15.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Professional,,,,,,,,,,26.0,22.0,43.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),TOTAL Quits and Resignations (except retirements),,,,,,,,,,101.0,112.0,128.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,A. Quits and Resignations (except retirements),Technicians & Associate Professionals,,,,,,,,,,66.0,79.0,69.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Managers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Professional,,,,,,,,,,0.0,1.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,"TOTAL Layoffs and Discharges, of which; VSS/ MSS",,,,,,,,,,1.0,2.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Technicians & Associate Professionals,,,,,,,,,,1.0,1.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Managers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Professional,,,,,,,,,,0.0,1.0,1.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,TOTAL Layoffs and Discharges,,,,,,,,,,1.0,2.0,2.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,B. Total Layoffs and Discharges,Technicians & Associate Professionals,,,,,,,,,,1.0,1.0,1.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Clerical Occupations,,,,,,,,,,1.0,1.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Managers,,,,,,,,,,4.0,5.0,4.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Professional,,,,,,,,,,6.0,7.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,TOTAL Other Separations,,,,,,,,,,13.0,18.0,7.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,C. Other Separations,Technicians & Associate Professionals,,,,,,,,,,2.0,5.0,3.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Clerical Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Managers,,,,,,,,,,7.0,8.0,4.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Professional,,,,,,,,,,19.0,17.0,17.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,TOTAL New Hires and Recalls,,,,,,,,,,75.0,76.0,75.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,New Hires and Recalls,Technicians & Associate Professionals,,,,,,,,,,49.0,51.0,54.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Clerical Occupations,,,,,,,,,,2.0,1.0,1.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Elementary Occupations,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Managers,,,,,,,,,,12.0,16.0,19.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Operative Workers,,,,,,,,,,0.0,0.0,0.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Professional,,,,,,,,,,32.0,30.0,44.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,TOTAL Separations,,,,,,,,,,115.0,132.0,137.0
AFFIN BANK BERHAD,2025,Quarter 4,Q5,Separations = A + B + C,Technicians & Associate Professionals,,,,,,,,,,69.0,85.0,73.0
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Clerical Occupations,3.0,1.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Elementary Occupations,1.0,2.0,2.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Managers,2.0,1.0,6.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Operative Workers,1.0,2.0,4.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Professional,1.0,6.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),TOTAL Quits and Resignations (except retirements),9.0,13.0,21.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,A. Quits and Resignations (except retirements),Technicians & Associate Professionals,1.0,1.0,7.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Clerical Occupations,0.0,1.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Elementary Occupations,0.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Managers,1.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Operative Workers,0.0,1.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Professional,0.0,1.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,"TOTAL Layoffs and Discharges, of which; VSS/ MSS",1.0,4.0,2.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Technicians & Associate Professionals,0.0,1.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Clerical Occupations,1.0,1.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Elementary Occupations,2.0,5.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Managers,1.0,3.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Operative Workers,0.0,5.0,3.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Professional,1.0,1.0,2.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,TOTAL Layoffs and Discharges,7.0,16.0,8.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,B. Total Layoffs and Discharges,Technicians & Associate Professionals,2.0,1.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Clerical Occupations,2.0,1.0,5.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Elementary Occupations,1.0,1.0,3.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Managers,2.0,0.0,7.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Operative Workers,1.0,2.0,3.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Professional,1.0,2.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,TOTAL Other Separations,7.0,10.0,20.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,C. Other Separations,Technicians & Associate Professionals,0.0,4.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Clerical Occupations,2.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Elementary Occupations,1.0,0.0,4.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Managers,2.0,0.0,1.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Operative Workers,1.0,2.0,7.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Professional,1.0,0.0,0.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,TOTAL New Hires and Recalls,10.0,3.0,18.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,New Hires and Recalls,Technicians & Associate Professionals,3.0,1.0,6.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Clerical Occupations,6.0,3.0,7.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Elementary Occupations,4.0,8.0,6.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Managers,5.0,4.0,14.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Operative Workers,2.0,9.0,10.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Professional,3.0,9.0,4.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,TOTAL Separations,23.0,39.0,49.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 1,Q5,Separations = A + B + C,Technicians & Associate Professionals,3.0,6.0,8.0,,,,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Clerical Occupations,,,,2.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Managers,,,,0.0,0.0,1.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),TOTAL Quits and Resignations (except retirements),,,,5.0,4.0,7.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,A. Quits and Resignations (except retirements),Technicians & Associate Professionals,,,,3.0,4.0,6.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,"TOTAL Layoffs and Discharges, of which; VSS/ MSS",,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Technicians & Associate Professionals,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Managers,,,,0.0,1.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,TOTAL Layoffs and Discharges,,,,0.0,2.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,B. Total Layoffs and Discharges,Technicians & Associate Professionals,,,,0.0,1.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Elementary Occupations,,,,0.0,1.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,TOTAL Other Separations,,,,1.0,2.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,C. Other Separations,Technicians & Associate Professionals,,,,1.0,1.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Clerical Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Elementary Occupations,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Managers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,TOTAL New Hires and Recalls,,,,9.0,5.0,6.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,New Hires and Recalls,Technicians & Associate Professionals,,,,9.0,5.0,6.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Clerical Occupations,,,,2.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Elementary Occupations,,,,0.0,1.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Managers,,,,0.0,1.0,1.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Operative Workers,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Professional,,,,0.0,0.0,0.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,TOTAL Separations,,,,6.0,8.0,7.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 2,Q5,Separations = A + B + C,Technicians & Associate Professionals,,,,4.0,6.0,6.0,,,,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Clerical Occupations,,,,,,,2.0,0.0,0.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Elementary Occupations,,,,,,,0.0,0.0,0.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Managers,,,,,,,0.0,0.0,1.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Operative Workers,,,,,,,0.0,0.0,0.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Professional,,,,,,,0.0,0.0,0.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),TOTAL Quits and Resignations (except retirements),,,,,,,5.0,4.0,7.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,A. Quits and Resignations (except retirements),Technicians & Associate Professionals,,,,,,,3.0,4.0,6.0,,,
AFFIN HWANG INVESTMENT BANK BERHAD,2025,Quarter 3,Q5,B. (i) Layoffs and Discharges: of which; VSS/ MSS,Clerical Occupations,,,,,,,0.0,0.0,0.0,,,
